Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg
2017 06 09 1,4,6,5.0,6,8,7.0,5.0,5,5.0,6.0,6,6.0,4.0,5.0,4.5,6.0,6.0,6.0
2017 06 09 2,6,7,6.5,9,8,8.5,3.0,3,3.0,10.0,7,8.5,4.0,5.0,4.5,6.0,6.0,6.0
2017 06 09 3,7,7,7.0,0,2,1.0,7.0,6,6.5,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 06 09 4,6,6,6.0,8,7,7.5,8.0,6,7.0,5.0,6,5.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 06 09 5,7,6,6.5,8,9,8.5,3.0,2,2.5,8.0,8,8.0,7.0,6.0,6.5,7.0,7.0,7.0
2017 06 09 6,7,7,7.0,2,3,2.5,9.0,7,8.0,4.0,5,4.5,8.0,8.0,8.0,2.0,3.0,2.5
2017 06 09 7,7,7,7.0,3,3,3.0,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 06 09 8,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,6.0,5.5,4.0,6.0,5.0
2017 06 09 9,6,6,6.0,9,8,8.5,6.0,2,4.0,7.0,6,6.5,4.0,4.0,4.0,6.0,6.0,6.0
2017 06 06 0,6,6,6.0,7,7,7.0,6.0,5,5.5,6.0,7,6.5,5.0,6.0,5.5,7.0,7.0,7.0
2017 06 06 1,8,8,8.0,2,2,2.0,9.0,7,8.0,2.0,3,2.5,8.0,8.0,8.0,2.0,2.0,2.0
2017 06 06 2,5,5,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 06 06 3,6,7,6.5,6,4,5.0,7.0,5,6.0,6.0,5,5.5,6.0,5.0,5.5,7.0,6.0,6.5
2017 06 06 4,7,8,7.5,1,2,1.5,8.0,8,8.0,1.0,1,1.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 06 06 5,6,6,6.0,4,4,4.0,7.0,7,7.0,1.0,3,2.0,7.0,7.0,7.0,2.0,4.0,3.0
2017 06 06 6,6,6,6.0,8,7,7.5,5.0,5,5.0,9.0,7,8.0,4.0,5.0,4.5,7.0,6.0,6.5
2017 06 06 7,6,6,6.0,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,7.0,7.0,7.0
2017 06 06 8,6,7,6.5,3,3,3.0,7.0,6,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,4.0,3.5
2017 06 06 9,9,7,8.0,7,8,7.5,7.0,5,6.0,7.0,5,6.0,8.0,7.0,7.5,2.0,2.0,2.0
2017 06 01 0,7,7,7.0,2,3,2.5,6.0,5,5.5,4.0,3,3.5,7.0,6.0,6.5,4.0,3.0,3.5
2017 06 01 1,6,7,6.5,3,3,3.0,5.0,5,5.0,4.0,4,4.0,7.0,6.0,6.5,3.0,4.0,3.5
2017 06 01 2,6,6,6.0,3,3,3.0,6.0,5,5.5,3.0,3,3.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 06 01 3,7,7,7.0,3,3,3.0,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 06 01 4,7,7,7.0,3,3,3.0,8.0,7,7.5,4.0,4,4.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 06 01 5,7,7,7.0,2,3,2.5,9.0,6,7.5,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 06 01 6,7,7,7.0,3,3,3.0,5.0,7,6.0,7.0,4,5.5,7.0,7.0,7.0,4.0,4.0,4.0
2017 06 01 7,7,7,7.0,1,3,2.0,7.0,6,6.5,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 06 01 8,6,6,6.0,7,8,7.5,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,6.0,7.0,6.5
2017 06 01 9,6,7,6.5,4,4,4.0,5.0,5,5.0,8.0,7,7.5,5.0,5.0,5.0,4.0,4.0,4.0
2017 05 18 0,8,7,7.5,8,8,8.0,3.0,6,4.5,8.0,6,7.0,5.0,6.0,5.5,6.0,6.0,6.0
2017 05 18 1,4,4,4.0,7,7,7.0,5.0,5,5.0,5.0,7,6.0,5.0,5.0,5.0,7.0,6.0,6.5
2017 05 18 2,7,7,7.0,2,3,2.5,7.0,7,7.0,2.0,3,2.5,7.0,7.0,7.0,2.0,3.0,2.5
2017 05 18 3,6,7,6.5,4,4,4.0,8.0,4,6.0,3.0,6,4.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 05 18 4,6,6,6.0,7,4,5.5,7.0,5,6.0,5.0,6,5.5,4.0,5.0,4.5,5.0,5.0,5.0
2017 05 18 5,7,7,7.0,8,10,9.0,5.0,5,5.0,9.0,7,8.0,5.0,6.0,5.5,8.0,7.0,7.5
2017 05 18 6,6,7,6.5,3,3,3.0,6.0,6,6.0,4.0,4,4.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 05 18 7,7,7,7.0,4,3,3.5,7.0,5,6.0,5.0,5,5.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 05 18 8,6,6,6.0,2,2,2.0,7.0,5,6.0,4.0,5,4.5,5.0,6.0,5.5,4.0,4.0,4.0
2017 05 18 9,6,6,6.0,8,7,7.5,5.0,6,5.5,5.0,6,5.5,6.0,5.0,5.5,7.0,7.0,7.0
2017 05 15 0,6,7,6.5,8,8,8.0,3.0,3,3.0,8.0,6,7.0,4.0,4.0,4.0,6.0,6.0,6.0
2017 05 15 1,6,7,6.5,7,7,7.0,6.0,6,6.0,6.0,3,4.5,4.0,7.0,5.5,6.0,4.0,5.0
2017 05 15 2,7,7,7.0,2,3,2.5,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 05 15 3,7,7,7.0,3,3,3.0,8.0,7,7.5,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 05 15 4,6,6,6.0,8,8,8.0,6.0,4,5.0,10.0,6,8.0,4.0,5.0,4.5,6.0,7.0,6.5
2017 05 15 5,6,6,6.0,8,7,7.5,6.0,5,5.5,9.0,7,8.0,7.0,6.0,6.5,7.0,6.0,6.5
2017 05 15 6,7,6,6.5,7,8,7.5,5.0,5,5.0,8.0,7,7.5,5.0,6.0,5.5,7.0,6.0,6.5
2017 05 15 7,7,7,7.0,3,3,3.0,8.0,7,7.5,2.0,2,2.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 05 15 8,8,8,8.0,7,6,6.5,6.0,5,5.5,8.0,7,7.5,6.0,7.0,6.5,7.0,3.0,5.0
2017 05 15 9,5,6,5.5,6,6,6.0,4.0,5,4.5,7.0,6,6.5,4.0,4.0,4.0,5.0,6.0,5.5
2017 05 10 0,6,7,6.5,10,8,9.0,3.0,2,2.5,9.0,7,8.0,4.0,6.0,5.0,6.0,7.0,6.5
2017 05 10 1,8,7,7.5,1,3,2.0,8.0,7,7.5,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 05 10 2,6,6,6.0,3,3,3.0,8.0,6,7.0,5.0,4,4.5,8.0,7.0,7.5,2.0,3.0,2.5
2017 05 10 3,7,8,7.5,2,2,2.0,9.0,6,7.5,0.0,3,1.5,7.0,8.0,7.5,3.0,3.0,3.0
2017 05 10 4,6,7,6.5,5,5,5.0,5.0,5,5.0,5.0,6,5.5,6.0,7.0,6.5,6.0,5.0,5.5
2017 05 10 5,7,7,7.0,7,8,7.5,10.0,5,7.5,7.0,7,7.0,5.0,6.0,5.5,5.0,6.0,5.5
2017 05 10 6,7,7,7.0,0,2,1.0,5.0,5,5.0,4.0,3,3.5,6.0,6.0,6.0,3.0,3.0,3.0
2017 05 10 7,7,7,7.0,8,8,8.0,4.0,3,3.5,9.0,7,8.0,7.0,5.0,6.0,7.0,6.0,6.5
2017 05 10 8,6,7,6.5,2,2,2.0,5.0,6,5.5,2.0,3,2.5,7.0,6.0,6.5,4.0,3.0,3.5
2017 05 10 9,6,7,6.5,8,7,7.5,6.0,5,5.5,9.0,7,8.0,6.0,6.0,6.0,7.0,6.0,6.5
2017 05 05 0,6,6,6.0,2,3,2.5,7.0,6,6.5,3.0,2,2.5,6.0,6.0,6.0,3.0,3.0,3.0
2017 05 05 1,6,7,6.5,3,3,3.0,6.0,5,5.5,5.0,5,5.0,6.0,7.0,6.5,4.0,3.0,3.5
2017 05 05 2,6,7,6.5,8,6,7.0,7.0,5,6.0,5.0,5,5.0,6.0,6.0,6.0,7.0,6.0,6.5
2017 05 05 3,6,6,6.0,7,6,6.5,2.0,4,3.0,10.0,6,8.0,4.0,5.0,4.5,6.0,6.0,6.0
2017 05 05 4,9,7,8.0,0,3,1.5,7.0,7,7.0,1.0,3,2.0,8.0,7.0,7.5,3.0,3.0,3.0
2017 05 05 5,6,7,6.5,8,8,8.0,5.0,3,4.0,8.0,6,7.0,5.0,5.0,5.0,7.0,6.0,6.5
2017 05 05 6,8,7,7.5,2,2,2.0,7.0,6,6.5,2.0,2,2.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 05 05 7,6,6,6.0,5,7,6.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,6.0,6.0,6.0
2017 05 05 8,7,7,7.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,6.0,7.0,6.5,3.0,3.0,3.0
2017 05 05 9,7,7,7.0,3,3,3.0,7.0,6,6.5,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 05 02 0,7,7,7.0,9,8,8.5,6.0,2,4.0,10.0,8,9.0,6.0,7.0,6.5,6.0,7.0,6.5
2017 05 02 1,6,6,6.0,8,7,7.5,6.0,5,5.5,8.0,6,7.0,5.0,5.0,5.0,5.0,6.0,5.5
2017 05 02 2,7,7,7.0,3,4,3.5,8.0,5,6.5,5.0,5,5.0,7.0,6.0,6.5,3.0,4.0,3.5
2017 05 02 3,6,7,6.5,10,10,10.0,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,9.0,7.0,8.0
2017 05 02 4,6,6,6.0,8,7,7.5,8.0,5,6.5,6.0,6,6.0,4.0,6.0,5.0,6.0,6.0,6.0
2017 05 02 5,6,7,6.5,3,3,3.0,5.0,5,5.0,5.0,4,4.5,7.0,6.0,6.5,4.0,3.0,3.5
2017 05 02 6,7,7,7.0,7,7,7.0,6.0,4,5.0,8.0,6,7.0,3.0,5.0,4.0,6.0,6.0,6.0
2017 05 02 7,7,7,7.0,10,8,9.0,6.0,5,5.5,9.0,8,8.5,6.0,6.0,6.0,8.0,6.0,7.0
2017 05 02 8,6,6,6.0,4,4,4.0,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,4.0,6.0,5.0
2017 05 02 9,7,7,7.0,6,6,6.0,6.0,5,5.5,2.0,6,4.0,6.0,5.0,5.5,4.0,4.0,4.0
2017 04 12 0,6,6,6.0,9,7,8.0,3.0,4,3.5,10.0,7,8.5,5.0,6.0,5.5,7.0,6.0,6.5
2017 04 12 1,6,6,6.0,4,4,4.0,7.0,5,6.0,7.0,4,5.5,6.0,6.0,6.0,3.0,3.0,3.0
2017 04 12 2,9,8,8.5,10,10,10.0,5.0,3,4.0,9.0,8,8.5,5.0,6.0,5.5,8.0,7.0,7.5
2017 04 12 3,7,7,7.0,2,3,2.5,8.0,6,7.0,5.0,3,4.0,7.0,8.0,7.5,3.0,3.0,3.0
2017 04 12 4,6,7,6.5,3,3,3.0,5.0,6,5.5,3.0,4,3.5,6.0,5.0,5.5,4.0,4.0,4.0
2017 04 12 5,7,7,7.0,9,10,9.5,5.0,3,4.0,9.0,7,8.0,5.0,6.0,5.5,7.0,7.0,7.0
2017 04 12 6,7,7,7.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,4.0,5.0,4.5
2017 04 12 7,7,7,7.0,3,4,3.5,7.0,6,6.5,4.0,5,4.5,4.0,5.0,4.5,5.0,4.0,4.5
2017 04 12 8,7,7,7.0,2,3,2.5,6.0,5,5.5,2.0,3,2.5,6.0,6.0,6.0,3.0,3.0,3.0
2017 04 12 9,6,6,6.0,8,8,8.0,8.0,5,6.5,7.0,6,6.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 04 07 0,6,6,6.0,7,8,7.5,6.0,6,6.0,4.0,6,5.0,6.0,6.0,6.0,7.0,6.0,6.5
2017 04 07 1,8,8,8.0,1,1,1.0,8.0,6,7.0,2.0,2,2.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 04 07 2,7,7,7.0,0,3,1.5,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 04 07 3,7,6,6.5,4,4,4.0,8.0,4,6.0,4.0,5,4.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 04 07 4,6,6,6.0,2,2,2.0,8.0,5,6.5,2.0,2,2.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 04 07 5,5,5,5.0,8,6,7.0,2.0,3,2.5,8.0,7,7.5,3.0,4.0,3.5,6.0,6.0,6.0
2017 04 07 6,6,6,6.0,3,2,2.5,4.0,6,5.0,5.0,4,4.5,,4.0,,,4.0,
2017 04 07 7,7,7,7.0,1,2,1.5,8.0,8,8.0,0.0,2,1.0,7.0,8.0,7.5,3.0,2.0,2.5
2017 04 07 8,6,6,6.0,6,6,6.0,5.0,5,5.0,6.0,5,5.5,3.0,4.0,3.5,6.0,4.0,5.0
2017 04 07 9,7,6,6.5,9,8,8.5,5.0,5,5.0,5.0,6,5.5,5.0,5.0,5.0,6.0,7.0,6.5
2017 03 23 0,7,6,6.5,4,7,5.5,5.0,4,4.5,9.0,6,7.5,6.0,6.0,6.0,5.0,6.0,5.5
2017 03 23 1,7,8,7.5,7,7,7.0,3.0,2,2.5,7.0,6,6.5,7.0,6.0,6.5,7.0,7.0,7.0
2017 03 23 2,6,6,6.0,7,4,5.5,5.0,4,4.5,5.0,6,5.5,4.0,4.0,4.0,7.0,6.0,6.5
2017 03 23 3,6,6,6.0,9,9,9.0,4.0,2,3.0,9.0,8,8.5,4.0,5.0,4.5,7.0,7.0,7.0
2017 03 23 4,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,2,2.5,7.0,6.0,6.5,2.0,3.0,2.5
2017 03 23 5,6,6,6.0,8,7,7.5,5.0,5,5.0,8.0,7,7.5,4.0,6.0,5.0,7.0,7.0,7.0
2017 03 23 6,8,7,7.5,1,3,2.0,8.0,8,8.0,0.0,2,1.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 03 23 7,5,6,5.5,6,6,6.0,3.0,5,4.0,9.0,7,8.0,3.0,4.0,3.5,6.0,7.0,6.5
2017 03 23 8,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 03 23 9,7,7,7.0,1,0,0.5,7.0,7,7.0,0.0,2,1.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 03 20 0,8,8,8.0,0,0,0.0,8.0,7,7.5,0.0,1,0.5,8.0,8.0,8.0,2.0,2.0,2.0
2017 03 20 1,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,3,3.0,6.0,5.0,5.5,4.0,4.0,4.0
2017 03 20 2,7,7,7.0,7,6,6.5,7.0,5,6.0,8.0,6,7.0,5.0,6.0,5.5,7.0,7.0,7.0
2017 03 20 3,5,6,5.5,10,8,9.0,3.0,5,4.0,10.0,6,8.0,3.0,5.0,4.0,8.0,6.0,7.0
2017 03 20 4,6,7,6.5,7,8,7.5,7.0,6,6.5,5.0,6,5.5,4.0,5.0,4.5,6.0,6.0,6.0
2017 03 20 5,7,7,7.0,2,2,2.0,5.0,5,5.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 03 20 6,7,7,7.0,2,3,2.5,7.0,6,6.5,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 03 20 7,6,6,6.0,5,7,6.0,5.0,5,5.0,5.0,5,5.0,3.0,5.0,4.0,6.0,5.0,5.5
2017 03 20 8,7,7,7.0,3,4,3.5,5.0,5,5.0,4.0,6,5.0,5.0,4.0,4.5,4.0,6.0,5.0
2017 03 20 9,6,6,6.0,4,4,4.0,7.0,5,6.0,7.0,6,6.5,6.0,6.0,6.0,5.0,6.0,5.5
2017 03 08 0,6,6,6.0,8,8,8.0,4.0,5,4.5,9.0,7,8.0,5.0,5.0,5.0,7.0,7.0,7.0
2017 03 08 1,6,6,6.0,2,2,2.0,5.0,5,5.0,2.0,4,3.0,7.0,6.0,6.5,2.0,3.0,2.5
2017 03 08 2,6,6,6.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,3.0,3.5
2017 03 08 3,6,6,6.0,8,7,7.5,8.0,4,6.0,6.0,7,6.5,6.0,5.0,5.5,6.0,5.0,5.5
2017 03 08 4,7,7,7.0,2,0,1.0,6.0,6,6.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 03 08 5,6,6,6.0,2,3,2.5,6.0,6,6.0,5.0,4,4.5,6.0,5.0,5.5,3.0,4.0,3.5
2017 03 08 6,7,7,7.0,0,3,1.5,6.0,7,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 03 08 7,6,6,6.0,7,8,7.5,5.0,5,5.0,5.0,5,5.0,5.0,6.0,5.5,7.0,6.0,6.5
2017 03 08 8,6,7,6.5,0,0,0.0,8.0,6,7.0,3.0,3,3.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 03 08 9,7,7,7.0,10,9,9.5,5.0,5,5.0,8.0,6,7.0,6.0,5.0,5.5,7.0,7.0,7.0
2017 02 24 0,8,8,8.0,0,0,0.0,10.0,7,8.5,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5
2017 02 24 1,6,6,6.0,8,8,8.0,6.0,4,5.0,10.0,7,8.5,4.0,5.0,4.5,7.0,7.0,7.0
2017 02 24 2,7,7,7.0,4,3,3.5,9.0,5,7.0,3.0,3,3.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 02 24 3,5,7,6.0,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,6.0,5.5,7.0,7.0,7.0
2017 02 24 4,7,7,7.0,1,2,1.5,8.0,7,7.5,3.0,4,3.5,6.0,7.0,6.5,2.0,3.0,2.5
2017 02 24 5,7,8,7.5,10,10,10.0,5.0,3,4.0,10.0,8,9.0,3.0,6.0,4.5,7.0,7.0,7.0
2017 02 24 6,6,6,6.0,4,4,4.0,7.0,6,6.5,4.0,5,4.5,7.0,5.0,6.0,4.0,6.0,5.0
2017 02 24 7,8,7,7.5,7,8,7.5,6.0,5,5.5,10.0,7,8.5,6.0,7.0,6.5,7.0,7.0,7.0
2017 02 24 8,7,6,6.5,9,7,8.0,2.0,3,2.5,9.0,6,7.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 02 24 9,2,6,4.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2017 02 21 0,7,7,7.0,2,3,2.5,8.0,6,7.0,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 02 21 1,7,7,7.0,2,1,1.5,8.0,7,7.5,0.0,2,1.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 02 21 2,6,6,6.0,7,8,7.5,4.0,3,3.5,7.0,7,7.0,6.0,6.0,6.0,5.0,6.0,5.5
2017 02 21 3,6,6,6.0,8,8,8.0,5.0,5,5.0,10.0,8,9.0,6.0,5.0,5.5,7.0,7.0,7.0
2017 02 21 4,6,6,6.0,2,3,2.5,6.0,6,6.0,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 02 21 5,8,8,8.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,8.0,7.0,7.5,3.0,3.0,3.0
2017 02 21 6,6,6,6.0,7,7,7.0,7.0,4,5.5,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5
2017 02 21 7,6,6,6.0,7,7,7.0,3.0,7,5.0,7.0,3,5.0,6.0,6.0,6.0,4.0,6.0,5.0
2017 02 21 8,7,7,7.0,1,2,1.5,6.0,6,6.0,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 02 21 9,7,7,7.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 02 15 0,5,6,5.5,5,4,4.5,5.0,5,5.0,3.0,4,3.5,6.0,4.0,5.0,4.0,4.0,4.0
2017 02 15 1,6,7,6.5,7,7,7.0,4.0,6,5.0,8.0,7,7.5,4.0,5.0,4.5,6.0,6.0,6.0
2017 02 15 2,8,8,8.0,0,1,0.5,6.0,6,6.0,0.0,3,1.5,8.0,7.0,7.5,2.0,2.0,2.0
2017 02 15 3,6,6,6.0,1,2,1.5,7.0,6,6.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 02 15 4,6,6,6.0,7,8,7.5,3.0,2,2.5,8.0,7,7.5,4.0,6.0,5.0,6.0,7.0,6.5
2017 02 15 5,7,7,7.0,3,3,3.0,5.0,3,4.0,5.0,7,6.0,6.0,5.0,5.5,5.0,5.0,5.0
2017 02 15 6,7,8,7.5,2,2,2.0,9.0,7,8.0,3.0,2,2.5,8.0,7.0,7.5,3.0,3.0,3.0
2017 02 15 7,6,6,6.0,4,4,4.0,6.0,5,5.5,3.0,5,4.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 02 15 8,7,6,6.5,8,8,8.0,7.0,6,6.5,7.0,6,6.5,7.0,6.0,6.5,6.0,6.0,6.0
2017 02 15 9,6,7,6.5,8,8,8.0,4.0,5,4.5,8.0,6,7.0,5.0,5.0,5.0,7.0,7.0,7.0
2017 02 10 0,6,6,6.0,8,7,7.5,2.0,4,3.0,8.0,7,7.5,4.0,6.0,5.0,7.0,7.0,7.0
2017 02 10 1,6,7,6.5,2,3,2.5,6.0,5,5.5,2.0,3,2.5,7.0,6.0,6.5,4.0,3.0,3.5
2017 02 10 2,7,7,7.0,2,2,2.0,5.0,6,5.5,2.0,2,2.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 02 10 3,6,7,6.5,4,6,5.0,5.0,5,5.0,7.0,7,7.0,5.0,5.0,5.0,6.0,6.0,6.0
2017 02 10 4,7,6,6.5,6,7,6.5,9.0,6,7.5,6.0,5,5.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 02 10 5,6,7,6.5,7,4,5.5,5.0,5,5.0,5.0,5,5.0,3.0,3.0,3.0,5.0,5.0,5.0
2017 02 10 6,9,8,8.5,0,0,0.0,8.0,8,8.0,1.0,2,1.5,7.0,8.0,7.5,3.0,2.0,2.5
2017 02 10 7,6,7,6.5,4,4,4.0,8.0,6,7.0,2.0,4,3.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 02 10 8,6,6,6.0,8,8,8.0,5.0,5,5.0,9.0,7,8.0,6.0,4.0,5.0,7.0,6.0,6.5
2017 02 10 9,6,7,6.5,8,8,8.0,4.0,5,4.5,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5
2017 02 07 0,7,7,7.0,4,3,3.5,5.0,5,5.0,5.0,6,5.5,6.0,6.0,6.0,3.0,4.0,3.5
2017 02 07 1,6,7,6.5,9,8,8.5,5.0,5,5.0,10.0,7,8.5,4.0,5.0,4.5,6.0,7.0,6.5
2017 02 07 2,8,7,7.5,2,1,1.5,7.0,6,6.5,1.0,2,1.5,7.0,7.0,7.0,3.0,2.0,2.5
2017 02 07 3,6,8,7.0,4,2,3.0,8.0,7,7.5,1.0,3,2.0,6.0,6.0,6.0,3.0,2.0,2.5
2017 02 07 4,7,6,6.5,3,3,3.0,7.0,7,7.0,3.0,2,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 02 07 5,6,6,6.0,3,3,3.0,6.0,5,5.5,3.0,4,3.5,6.0,6.0,6.0,4.0,4.0,4.0
2017 02 07 6,6,6,6.0,3,3,3.0,5.0,6,5.5,5.0,4,4.5,7.0,6.0,6.5,4.0,3.0,3.5
2017 02 07 7,6,6,6.0,7,8,7.5,6.0,5,5.5,8.0,6,7.0,5.0,6.0,5.5,6.0,6.0,6.0
2017 02 07 8,6,6,6.0,6,7,6.5,5.0,5,5.0,5.0,5,5.0,7.0,5.0,6.0,7.0,6.0,6.5
2017 02 07 9,6,7,6.5,9,8,8.5,5.0,5,5.0,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5
2017 02 02 0,6,6,6.0,8,8,8.0,3.0,4,3.5,9.0,8,8.5,5.0,5.0,5.0,8.0,7.0,7.5
2017 02 02 1,6,6,6.0,8,8,8.0,4.0,5,4.5,8.0,7,7.5,4.0,4.0,4.0,6.0,6.0,6.0
2017 02 02 2,5,6,5.5,4,6,5.0,5.0,5,5.0,6.0,6,6.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 02 02 3,5,6,5.5,8,8,8.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,7.0,6.0,6.5
2017 02 02 4,6,6,6.0,5,6,5.5,5.0,5,5.0,6.0,5,5.5,4.0,5.0,4.5,7.0,6.0,6.5
2017 02 02 5,6,7,6.5,9,9,9.0,2.0,5,3.5,9.0,7,8.0,4.0,4.0,4.0,6.0,6.0,6.0
2017 02 02 6,8,7,7.5,2,3,2.5,6.0,8,7.0,2.0,1,1.5,7.0,8.0,7.5,2.0,2.0,2.0
2017 02 02 7,5,6,5.5,4,4,4.0,5.0,5,5.0,5.0,5,5.0,5.0,4.0,4.5,5.0,5.0,5.0
2017 02 02 8,7,6,6.5,2,4,3.0,9.0,6,7.5,5.0,5,5.0,4.0,6.0,5.0,4.0,4.0,4.0
2017 02 02 9,6,6,6.0,7,8,7.5,2.0,4,3.0,10.0,7,8.5,4.0,5.0,4.5,7.0,6.0,6.5
2017 01 30 0,7,7,7.0,9,10,9.5,2.0,2,2.0,8.0,7,7.5,6.0,4.0,5.0,7.0,7.0,7.0
2017 01 30 1,6,7,6.5,4,4,4.0,7.0,6,6.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 01 30 2,8,6,7.0,0,2,1.0,10.0,7,8.5,0.0,0,0.0,7.0,7.0,7.0,2.0,2.0,2.0
2017 01 30 3,6,6,6.0,4,4,4.0,6.0,5,5.5,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0
2017 01 30 4,7,7,7.0,1,3,2.0,5.0,6,5.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 01 30 5,8,7,7.5,0,2,1.0,7.0,6,6.5,1.0,3,2.0,8.0,7.0,7.5,2.0,2.0,2.0
2017 01 30 6,7,7,7.0,7,7,7.0,2.0,1,1.5,6.0,7,6.5,6.0,4.0,5.0,6.0,6.0,6.0
2017 01 30 7,7,7,7.0,4,4,4.0,7.0,6,6.5,4.0,5,4.5,5.0,6.0,5.5,4.0,4.0,4.0
2017 01 30 8,7,7,7.0,10,10,10.0,2.0,5,3.5,8.0,8,8.0,4.0,5.0,4.5,7.0,7.0,7.0
2017 01 30 9,8,7,7.5,2,2,2.0,9.0,8,8.5,1.0,1,1.0,7.0,8.0,7.5,2.0,2.0,2.0
2016 12 12 0,6,6,6.0,6,5,5.5,9.0,7,8.0,5.0,4,4.5,5.0,5.0,5.0,5.0,5.0,5.0
2016 12 12 1,7,7,7.0,2,2,2.0,8.0,7,7.5,2.0,3,2.5,7.0,6.0,6.5,4.0,4.0,4.0
