,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
915,2015 04 21 5,6,7,6.5,2,1,1.5,7.0,7,7.0,3.0,3,3.0,8.0,7.0,7.5,2.0,3.0,2.5,2015 04 21 5,6.0,,6.0,3.0,,3.0,7.0,7.0,7.0,2.0,3.0,2.5,6.0,,6.0,4.0,,4.0
916,2015 04 21 6,5,6,5.5,4,5,4.5,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,5.0,5.0,5.0,2015 04 21 6,6.0,6.0,6.0,4.0,5.0,4.5,7.0,7.0,7.0,5.0,5.0,5.0,6.0,,6.0,4.0,,4.0
917,2015 04 21 7,6,7,6.5,5,6,5.5,6.0,5,5.5,8.0,7,7.5,6.0,5.0,5.5,5.0,7.0,6.0,2015 04 21 7,,,,,,,7.0,6.0,6.5,7.0,6.0,6.5,,,,,,
918,2015 04 21 8,8,6,7.0,0,1,0.5,8.0,7,7.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 04 21 8,6.0,,6.0,4.0,,4.0,6.0,5.0,5.5,5.0,4.0,4.5,5.0,5.0,5.0,4.0,5.0,4.5
919,2015 04 21 9,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,5,5.0,6.0,5.0,5.5,4.0,5.0,4.5,2015 04 21 9,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
920,2015 04 01 0,7,7,7.0,6,4,5.0,8.0,6,7.0,7.0,3,5.0,6.0,5.0,5.5,4.0,4.0,4.0,2015 04 01 0,,,,,,,4.0,,4.0,5.0,,5.0,,,,,,
921,2015 04 01 1,7,7,7.0,2,2,2.0,5.0,5,5.0,4.0,3,3.5,6.0,6.0,6.0,3.0,4.0,3.5,,,,,,,,,,,,,,,,,,,
922,2015 04 01 2,6,6,6.0,3,3,3.0,6.0,5,5.5,2.0,3,2.5,6.0,6.0,6.0,4.0,4.0,4.0,2015 04 01 2,6.0,6.0,6.0,3.0,3.0,3.0,6.0,,6.0,2.0,,2.0,,,,,,
923,2015 04 01 3,7,7,7.0,2,3,2.5,6.0,6,6.0,4.0,4,4.0,6.0,4.0,5.0,3.0,3.0,3.0,2015 04 01 3,9.0,,9.0,1.0,,1.0,,,,,,,7.0,7.0,7.0,3.0,3.0,3.0
924,2015 04 01 4,7,7,7.0,3,2,2.5,9.0,7,8.0,0.0,2,1.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 04 01 4,6.0,,6.0,4.0,,4.0,,,,,,,6.0,6.0,6.0,5.0,4.0,4.5
925,2015 04 01 5,8,7,7.5,0,0,0.0,5.0,7,6.0,3.0,3,3.0,7.0,7.0,7.0,2.0,2.0,2.0,2015 04 01 5,8.0,7.0,7.5,0.0,2.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,6.0,,6.0,4.0,,4.0
926,2015 04 01 6,7,8,7.5,4,4,4.0,8.0,6,7.0,5.0,5,5.0,6.0,7.0,6.5,4.0,4.0,4.0,2015 04 01 6,,,,,,,7.0,,7.0,3.0,,3.0,7.0,7.0,7.0,4.0,4.0,4.0
927,2015 04 01 7,6,6,6.0,3,2,2.5,7.0,6,6.5,4.0,4,4.0,5.0,6.0,5.5,4.0,3.0,3.5,2015 04 01 7,5.0,6.0,5.5,3.0,3.0,3.0,7.0,6.0,6.5,1.0,3.0,2.0,6.0,,6.0,3.0,,3.0
928,2015 04 01 8,7,7,7.0,0,2,1.0,7.0,5,6.0,3.0,3,3.0,8.0,7.0,7.5,1.0,3.0,2.0,2015 04 01 8,6.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,5.5,5.0,5.0,5.0,,,,,,
929,2015 04 01 9,7,7,7.0,3,3,3.0,8.0,7,7.5,1.0,3,2.0,6.0,7.0,6.5,3.0,3.0,3.0,2015 04 01 9,5.0,6.0,5.5,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.5,6.0,6.0,6.0,4.0,5.0,4.5
930,2015 03 27 0,7,7,7.0,2,2,2.0,6.0,5,5.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2015 03 27 0,,,,,,,6.0,5.0,5.5,2.0,3.0,2.5,6.0,,6.0,3.0,,3.0
931,2015 03 27 1,7,7,7.0,7,6,6.5,5.0,5,5.0,8.0,7,7.5,6.0,6.0,6.0,3.0,4.0,3.5,2015 03 27 1,5.0,,5.0,4.0,,4.0,,,,,,,,,,,,
932,2015 03 27 2,6,6,6.0,1,2,1.5,5.0,6,5.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 03 27 2,6.0,6.0,6.0,3.0,4.0,3.5,,,,,,,6.0,4.0,5.0,4.0,5.0,4.5
933,2015 03 27 3,7,7,7.0,2,3,2.5,6.0,5,5.5,4.0,3,3.5,6.0,6.0,6.0,3.0,4.0,3.5,2015 03 27 3,7.0,6.0,6.5,3.0,3.0,3.0,6.0,7.0,6.5,2.0,3.0,2.5,6.0,,6.0,6.0,,6.0
934,2015 03 27 4,8,8,8.0,0,1,0.5,7.0,8,7.5,2.0,3,2.5,8.0,8.0,8.0,2.0,2.0,2.0,2015 03 27 4,7.0,7.0,7.0,1.0,2.0,1.5,7.0,7.0,7.0,2.0,2.0,2.0,6.0,,6.0,1.0,,1.0
935,2015 03 27 5,9,7,8.0,1,3,2.0,7.0,8,7.5,4.0,2,3.0,8.0,8.0,8.0,2.0,2.0,2.0,2015 03 27 5,6.0,5.0,5.5,3.0,4.0,3.5,5.0,,5.0,1.0,,1.0,5.0,,5.0,5.0,,5.0
936,2015 03 27 6,8,7,7.5,0,2,1.0,7.0,6,6.5,1.0,3,2.0,7.0,7.0,7.0,2.0,3.0,2.5,2015 03 27 6,,,,,,,9.0,,9.0,2.0,,2.0,,,,,,
937,2015 03 27 7,6,7,6.5,2,3,2.5,4.0,5,4.5,3.0,3,3.0,6.0,6.0,6.0,3.0,4.0,3.5,2015 03 27 7,,,,,,,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,
938,2015 03 27 8,7,6,6.5,8,7,7.5,6.0,5,5.5,8.0,7,7.5,6.0,6.0,6.0,7.0,6.0,6.5,2015 03 27 8,6.0,6.0,6.0,5.0,6.0,5.5,7.0,,7.0,8.0,,8.0,5.0,,5.0,7.0,,7.0
939,2015 03 27 9,6,6,6.0,4,4,4.0,5.0,6,5.5,5.0,4,4.5,5.0,6.0,5.5,4.0,4.0,4.0,2015 03 27 9,5.0,5.0,5.0,5.0,4.0,4.5,,,,,,,,,,,,
940,2015 03 24 0,6,7,6.5,1,2,1.5,5.0,5,5.0,4.0,4,4.0,6.0,6.0,6.0,4.0,3.0,3.5,2015 03 24 0,5.0,,5.0,5.0,,5.0,5.0,,5.0,3.0,,3.0,,,,,,
941,2015 03 24 1,8,7,7.5,2,3,2.5,6.0,7,6.5,3.0,4,3.5,4.0,6.0,5.0,3.0,4.0,3.5,2015 03 24 1,,,,,,,6.0,,6.0,3.0,,3.0,4.0,,4.0,5.0,,5.0
942,2015 03 24 2,6,7,6.5,3,3,3.0,9.0,6,7.5,4.0,4,4.0,6.0,7.0,6.5,4.0,4.0,4.0,2015 03 24 2,,,,,,,5.0,6.0,5.5,3.0,3.0,3.0,4.0,,4.0,5.0,,5.0
943,2015 03 24 3,5,6,5.5,7,7,7.0,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,5.0,6.0,5.5,2015 03 24 3,6.0,5.0,5.5,5.0,5.0,5.0,6.0,,6.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
944,2015 03 24 4,5,7,6.0,8,7,7.5,0.0,3,1.5,7.0,7,7.0,4.0,4.0,4.0,7.0,6.0,6.5,2015 03 24 4,2.0,3.0,2.5,7.0,7.0,7.0,5.0,,5.0,7.0,,7.0,,,,,,
945,2015 03 24 5,7,7,7.0,7,7,7.0,5.0,3,4.0,9.0,6,7.5,6.0,6.0,6.0,7.0,6.0,6.5,2015 03 24 5,5.0,,5.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,4.0,,4.0,6.0,,6.0
946,2015 03 24 6,5,6,5.5,6,6,6.0,6.0,5,5.5,7.0,7,7.0,5.0,5.0,5.0,6.0,6.0,6.0,2015 03 24 6,5.0,6.0,5.5,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
947,2015 03 24 7,7,7,7.0,0,2,1.0,6.0,6,6.0,4.0,4,4.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 03 24 7,6.0,,6.0,3.0,,3.0,8.0,,8.0,2.0,,2.0,,,,,,
948,2015 03 24 8,7,8,7.5,0,1,0.5,8.0,5,6.5,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 03 24 8,5.0,,5.0,1.0,,1.0,5.0,6.0,5.5,2.0,2.0,2.0,,,,,,
949,2015 03 24 9,6,6,6.0,3,3,3.0,6.0,6,6.0,5.0,4,4.5,6.0,6.0,6.0,4.0,4.0,4.0,2015 03 24 9,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,
950,2015 03 12 0,6,6,6.0,2,2,2.0,6.0,6,6.0,3.0,3,3.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 03 12 0,5.0,,5.0,4.0,,4.0,5.0,5.0,5.0,3.0,5.0,4.0,,,,,,
951,2015 03 12 1,7,7,7.0,1,3,2.0,9.0,6,7.5,2.0,4,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 03 12 1,6.0,6.0,6.0,4.0,3.0,3.5,6.0,,6.0,2.0,,2.0,6.0,6.0,6.0,3.0,5.0,4.0
952,2015 03 12 2,6,7,6.5,2,2,2.0,7.0,5,6.0,3.0,4,3.5,6.0,6.0,6.0,4.0,3.0,3.5,2015 03 12 2,6.0,7.0,6.5,3.0,3.0,3.0,,,,,,,7.0,,7.0,3.0,,3.0
953,2015 03 12 3,6,7,6.5,0,3,1.5,7.0,6,6.5,3.0,4,3.5,6.0,6.0,6.0,4.0,3.0,3.5,2015 03 12 3,4.0,,4.0,4.0,,4.0,5.0,5.0,5.0,4.0,3.0,3.5,,,,,,
954,2015 03 12 4,7,6,6.5,7,6,6.5,4.0,6,5.0,6.0,4,5.0,5.0,5.0,5.0,3.0,4.0,3.5,2015 03 12 4,,,,,,,,,,,,,4.0,,4.0,5.0,,5.0
955,2015 03 12 5,6,6,6.0,8,8,8.0,5.0,5,5.0,9.0,8,8.5,6.0,6.0,6.0,6.0,7.0,6.5,2015 03 12 5,5.0,,5.0,7.0,,7.0,6.0,,6.0,6.0,,6.0,,,,,,
956,2015 03 12 6,8,7,7.5,1,2,1.5,6.0,7,6.5,1.0,3,2.0,7.0,8.0,7.5,2.0,3.0,2.5,2015 03 12 6,8.0,9.0,8.5,2.0,1.0,1.5,,,,,,,,,,,,
957,2015 03 12 7,8,7,7.5,3,3,3.0,7.0,7,7.0,2.0,3,2.5,8.0,7.0,7.5,2.0,3.0,2.5,2015 03 12 7,6.0,7.0,6.5,2.0,3.0,2.5,6.0,7.0,6.5,2.0,2.0,2.0,,,,,,
958,2015 03 12 8,6,6,6.0,4,4,4.0,5.0,5,5.0,4.0,5,4.5,5.0,5.0,5.0,5.0,4.0,4.5,2015 03 12 8,,,,,,,8.0,8.0,8.0,4.0,4.0,4.0,7.0,,7.0,5.0,,5.0
959,2015 03 12 9,6,7,6.5,2,2,2.0,6.0,5,5.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2015 03 12 9,2.0,,2.0,5.0,,5.0,6.0,,6.0,5.0,,5.0,,,,,,
960,2015 03 09 0,7,7,7.0,0,2,1.0,5.0,5,5.0,4.0,3,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2015 03 09 0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
961,2015 03 09 1,6,7,6.5,3,3,3.0,7.0,6,6.5,4.0,4,4.0,7.0,6.0,6.5,3.0,4.0,3.5,2015 03 09 1,5.0,,5.0,3.0,,3.0,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,,5.0
962,2015 03 09 2,7,8,7.5,1,2,1.5,6.0,6,6.0,2.0,4,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 03 09 2,,,,,,,7.0,,7.0,4.0,,4.0,,,,,,
963,2015 03 09 3,5,6,5.5,4,6,5.0,5.0,5,5.0,6.0,5,5.5,4.0,5.0,4.5,5.0,6.0,5.5,2015 03 09 3,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
964,2015 03 09 4,6,6,6.0,3,3,3.0,6.0,5,5.5,5.0,4,4.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 03 09 4,6.0,,6.0,3.0,,3.0,6.0,5.0,5.5,2.0,3.0,2.5,,,,,,
965,2015 03 09 5,6,7,6.5,6,6,6.0,6.0,5,5.5,6.0,5,5.5,6.0,6.0,6.0,5.0,3.0,4.0,2015 03 09 5,5.0,,5.0,4.0,,4.0,6.0,,6.0,3.0,,3.0,,,,,,
966,2015 03 09 6,6,6,6.0,7,7,7.0,6.0,6,6.0,2.0,3,2.5,6.0,7.0,6.5,4.0,6.0,5.0,2015 03 09 6,6.0,5.0,5.5,3.0,5.0,4.0,,,,,,,4.0,,4.0,5.0,,5.0
967,2015 03 09 7,6,7,6.5,2,3,2.5,7.0,7,7.0,4.0,3,3.5,7.0,3.0,5.0,3.0,3.0,3.0,2015 03 09 7,6.0,,6.0,3.0,,3.0,,,,,,,,,,,,
968,2015 03 09 8,7,7,7.0,3,4,3.5,7.0,7,7.0,1.0,3,2.0,6.0,7.0,6.5,4.0,4.0,4.0,2015 03 09 8,6.0,,6.0,3.0,,3.0,7.0,6.0,6.5,4.0,5.0,4.5,,,,,,
969,2015 03 09 9,6,6,6.0,3,6,4.5,6.0,5,5.5,8.0,7,7.5,3.0,5.0,4.0,6.0,6.0,6.0,2015 03 09 9,5.0,,5.0,4.0,,4.0,5.0,,5.0,6.0,,6.0,5.0,5.0,5.0,5.0,5.0,5.0
970,2015 02 25 0,7,6,6.5,7,7,7.0,1.0,2,1.5,8.0,7,7.5,4.0,4.0,4.0,5.0,6.0,5.5,2015 02 25 0,6.0,6.0,6.0,4.0,5.0,4.5,6.0,5.0,5.5,6.0,5.0,5.5,,,,,,
971,2015 02 25 1,6,7,6.5,3,3,3.0,5.0,5,5.0,3.0,3,3.0,6.0,7.0,6.5,3.0,3.0,3.0,2015 02 25 1,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,7.0,,7.0,4.0,,4.0
972,2015 02 25 2,6,7,6.5,2,2,2.0,5.0,6,5.5,4.0,3,3.5,6.0,6.0,6.0,4.0,3.0,3.5,2015 02 25 2,,,,,,,6.0,6.0,6.0,2.0,2.0,2.0,,,,,,
973,2015 02 25 3,6,6,6.0,7,7,7.0,6.0,5,5.5,7.0,6,6.5,5.0,5.0,5.0,7.0,7.0,7.0,2015 02 25 3,,,,,,,5.0,,5.0,6.0,,6.0,4.0,,4.0,4.0,,4.0
974,2015 02 25 4,7,8,7.5,0,0,0.0,8.0,6,7.0,1.0,3,2.0,8.0,7.0,7.5,2.0,3.0,2.5,2015 02 25 4,7.0,,7.0,2.0,,2.0,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
975,2015 02 25 5,7,7,7.0,2,3,2.5,7.0,6,6.5,6.0,4,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 02 25 5,,,,,,,5.0,,5.0,6.0,,6.0,4.0,,4.0,5.0,,5.0
976,2015 02 25 6,6,6,6.0,6,7,6.5,8.0,5,6.5,5.0,5,5.0,4.0,4.0,4.0,6.0,6.0,6.0,2015 02 25 6,6.0,5.0,5.5,5.0,5.0,5.0,,,,,,,,,,,,
977,2015 02 25 7,5,5,5.0,6,6,6.0,5.0,5,5.0,7.0,7,7.0,5.0,5.0,5.0,7.0,6.0,6.5,2015 02 25 7,4.0,4.0,4.0,6.0,5.0,5.5,,,,,,,4.0,,4.0,6.0,,6.0
978,2015 02 25 8,7,7,7.0,8,8,8.0,3.0,4,3.5,8.0,7,7.5,5.0,4.0,4.5,7.0,6.0,6.5,2015 02 25 8,6.0,,6.0,4.0,,4.0,5.0,,5.0,6.0,,6.0,,,,,,
979,2015 02 25 9,6,6,6.0,7,7,7.0,2.0,3,2.5,7.0,7,7.0,3.0,5.0,4.0,6.0,6.0,6.0,2015 02 25 9,,,,,,,5.0,5.0,5.0,6.0,7.0,6.5,3.0,,3.0,5.0,,5.0
980,2015 02 20 0,6,8,7.0,1,0,0.5,7.0,7,7.0,2.0,2,2.0,8.0,7.0,7.5,2.0,2.0,2.0,2015 02 20 0,7.0,7.0,7.0,2.0,3.0,2.5,6.0,,6.0,2.0,,2.0,8.0,,8.0,2.0,,2.0
981,2015 02 20 1,6,6,6.0,0,0,0.0,7.0,7,7.0,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5,2015 02 20 1,,,,,,,7.0,,7.0,3.0,,3.0,,,,,,
982,2015 02 20 2,8,7,7.5,2,3,2.5,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 02 20 2,5.0,6.0,5.5,2.0,3.0,2.5,6.0,,6.0,4.0,,4.0,,,,,,
983,2015 02 20 3,6,8,7.0,4,2,3.0,7.0,8,7.5,2.0,1,1.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 02 20 3,8.0,,8.0,2.0,,2.0,6.0,,6.0,3.0,,3.0,,,,,,
984,2015 02 20 4,6,6,6.0,3,3,3.0,7.0,7,7.0,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 02 20 4,7.0,7.0,7.0,2.0,3.0,2.5,,,,,,,,,,,,
985,2015 02 20 5,7,7,7.0,1,1,1.0,8.0,5,6.5,3.0,2,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2015 02 20 5,6.0,,6.0,4.0,,4.0,6.0,,6.0,2.0,,2.0,,,,,,
986,2015 02 20 6,8,7,7.5,1,2,1.5,7.0,7,7.0,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0,2015 02 20 6,6.0,7.0,6.5,3.0,3.0,3.0,6.0,,6.0,3.0,,3.0,,,,,,
987,2015 02 20 7,6,7,6.5,10,10,10.0,6.0,5,5.5,9.0,6,7.5,3.0,6.0,4.5,6.0,7.0,6.5,2015 02 20 7,6.0,5.0,5.5,4.0,5.0,4.5,5.0,,5.0,7.0,,7.0,5.0,,5.0,6.0,,6.0
988,2015 02 20 8,6,7,6.5,4,3,3.5,6.0,5,5.5,5.0,6,5.5,6.0,5.0,5.5,7.0,6.0,6.5,2015 02 20 8,5.0,,5.0,4.0,,4.0,5.0,,5.0,6.0,,6.0,5.0,5.0,5.0,5.0,5.0,5.0
989,2015 02 20 9,6,6,6.0,1,1,1.0,5.0,6,5.5,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0,2015 02 20 9,6.0,,6.0,4.0,,4.0,,,,,,,5.0,,5.0,5.0,,5.0
990,2015 02 17 0,7,7,7.0,3,3,3.0,7.0,5,6.0,3.0,6,4.5,6.0,7.0,6.5,3.0,3.0,3.0,2015 02 17 0,4.0,4.0,4.0,5.0,4.0,4.5,5.0,,5.0,5.0,,5.0,,,,,,
991,2015 02 17 1,5,8,6.5,8,8,8.0,7.0,4,5.5,10.0,7,8.5,6.0,5.0,5.5,7.0,7.0,7.0,2015 02 17 1,4.0,5.0,4.5,6.0,7.0,6.5,5.0,5.0,5.0,8.0,7.0,7.5,4.0,,4.0,5.0,,5.0
992,2015 02 17 2,7,7,7.0,3,2,2.5,4.0,5,4.5,4.0,4,4.0,6.0,5.0,5.5,4.0,4.0,4.0,2015 02 17 2,6.0,,6.0,3.0,,3.0,6.0,7.0,6.5,4.0,3.0,3.5,5.0,,5.0,4.0,,4.0
993,2015 02 17 3,5,7,6.0,8,8,8.0,5.0,5,5.0,9.0,8,8.5,4.0,5.0,4.5,7.0,7.0,7.0,2015 02 17 3,3.0,4.0,3.5,4.0,5.0,4.5,,,,,,,,,,,,
994,2015 02 17 4,7,7,7.0,2,3,2.5,7.0,7,7.0,0.0,2,1.0,7.0,7.0,7.0,2.0,3.0,2.5,2015 02 17 4,5.0,,5.0,3.0,,3.0,6.0,6.0,6.0,2.0,2.0,2.0,5.0,,5.0,4.0,,4.0
995,2015 02 17 5,7,6,6.5,7,6,6.5,7.0,5,6.0,7.0,6,6.5,7.0,5.0,6.0,6.0,6.0,6.0,2015 02 17 5,5.0,,5.0,5.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
996,2015 02 17 6,8,8,8.0,0,0,0.0,10.0,8,9.0,0.0,1,0.5,9.0,9.0,9.0,1.0,2.0,1.5,2015 02 17 6,7.0,7.0,7.0,1.0,3.0,2.0,,,,,,,,,,,,
997,2015 02 17 7,7,7,7.0,2,3,2.5,6.0,6,6.0,4.0,4,4.0,6.0,5.0,5.5,3.0,4.0,3.5,2015 02 17 7,6.0,,6.0,3.0,,3.0,6.0,,6.0,3.0,,3.0,5.0,,5.0,4.0,,4.0
998,2015 02 17 8,6,6,6.0,4,3,3.5,8.0,6,7.0,6.0,5,5.5,7.0,6.0,6.5,3.0,3.0,3.0,2015 02 17 8,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,
999,2015 02 17 9,7,6,6.5,10,10,10.0,4.0,5,4.5,8.0,8,8.0,4.0,5.0,4.5,7.0,7.0,7.0,2015 02 17 9,,,,,,,5.0,,5.0,7.0,,7.0,,,,,,
1000,2015 02 05 0,6,6,6.0,6,4,5.0,7.0,6,6.5,6.0,5,5.5,6.0,5.0,5.5,4.0,4.0,4.0,2015 02 05 0,6.0,,6.0,3.0,,3.0,6.0,6.0,6.0,6.0,4.0,5.0,,,,,,
1001,2015 02 05 1,7,6,6.5,2,3,2.5,6.0,6,6.0,3.0,4,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2015 02 05 1,5.0,,5.0,5.0,,5.0,5.0,,5.0,3.0,,3.0,,,,,,
1002,2015 02 05 2,9,8,8.5,0,0,0.0,10.0,8,9.0,0.0,2,1.0,6.0,7.0,6.5,3.0,3.0,3.0,2015 02 05 2,6.0,6.0,6.0,3.0,2.0,2.5,7.0,,7.0,1.0,,1.0,,,,,,
1003,2015 02 05 3,6,6,6.0,7,7,7.0,5.0,5,5.0,5.0,6,5.5,3.0,4.0,3.5,5.0,5.0,5.0,2015 02 05 3,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,
1004,2015 02 05 4,6,6,6.0,3,2,2.5,5.0,5,5.0,3.0,5,4.0,5.0,6.0,5.5,4.0,4.0,4.0,2015 02 05 4,6.0,,6.0,3.0,,3.0,6.0,,6.0,4.0,,4.0,6.0,,6.0,4.0,,4.0
1005,2015 02 05 5,6,7,6.5,3,3,3.0,8.0,6,7.0,2.0,2,2.0,7.0,6.0,6.5,3.0,4.0,3.5,2015 02 05 5,6.0,6.0,6.0,4.0,3.0,3.5,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,
1006,2015 02 05 6,7,7,7.0,3,4,3.5,8.0,5,6.5,6.0,6,6.0,5.0,7.0,6.0,6.0,6.0,6.0,2015 02 05 6,,,,,,,5.0,6.0,5.5,5.0,4.0,4.5,6.0,,6.0,6.0,,6.0
1007,2015 02 05 7,7,7,7.0,3,3,3.0,5.0,5,5.0,5.0,5,5.0,3.0,6.0,4.5,4.0,4.0,4.0,2015 02 05 7,6.0,5.0,5.5,4.0,3.0,3.5,,,,,,,,,,,,
1008,2015 02 05 8,6,7,6.5,9,7,8.0,6.0,5,5.5,6.0,6,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2015 02 05 8,4.0,5.0,4.5,3.0,4.0,3.5,6.0,5.0,5.5,7.0,7.0,7.0,,,,,,
1009,2015 02 05 9,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,4,4.5,5.0,5.0,5.0,4.0,4.0,4.0,2015 02 05 9,,,,,,,6.0,6.0,6.0,4.0,3.0,3.5,6.0,,6.0,5.0,,5.0
1010,2015 01 28 0,8,6,7.0,1,2,1.5,7.0,6,6.5,3.0,4,3.5,6.0,5.0,5.5,4.0,4.0,4.0,2015 01 28 0,5.0,,5.0,4.0,,4.0,,,,,,,,,,,,
1011,2015 01 28 1,7,8,7.5,4,4,4.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,5.0,4.0,4.5,2015 01 28 1,6.0,6.0,6.0,3.0,4.0,3.5,5.0,5.0,5.0,5.0,4.0,4.5,,,,,,
1012,2015 01 28 2,6,8,7.0,4,3,3.5,7.0,7,7.0,3.0,3,3.0,5.0,5.0,5.0,4.0,3.0,3.5,2015 01 28 2,8.0,,8.0,3.0,,3.0,,,,,,,6.0,5.0,5.5,5.0,5.0,5.0
1013,2015 01 28 3,5,5,5.0,7,7,7.0,7.0,7,7.0,4.0,5,4.5,6.0,5.0,5.5,5.0,4.0,4.5,2015 01 28 3,4.0,3.0,3.5,3.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,,,,,,
1014,2015 01 28 4,6,6,6.0,2,3,2.5,7.0,5,6.0,3.0,3,3.0,6.0,5.0,5.5,3.0,3.0,3.0,2015 01 28 4,,,,,,,,,,,,,6.0,5.0,5.5,4.0,5.0,4.5
1015,2015 01 28 5,7,8,7.5,3,2,2.5,10.0,6,8.0,0.0,4,2.0,8.0,7.0,7.5,3.0,3.0,3.0,2015 01 28 5,7.0,,7.0,2.0,,2.0,8.0,,8.0,3.0,,3.0,7.0,,7.0,3.0,,3.0
1016,2015 01 28 6,7,6,6.5,9,8,8.5,5.0,3,4.0,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5,2015 01 28 6,3.0,6.0,4.5,7.0,6.0,6.5,5.0,,5.0,6.0,,6.0,6.0,,6.0,5.0,,5.0
1017,2015 01 28 7,5,6,5.5,3,3,3.0,6.0,5,5.5,4.0,4,4.0,6.0,4.0,5.0,4.0,4.0,4.0,2015 01 28 7,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,,5.0,,,,,,
1018,2015 01 28 8,7,6,6.5,0,0,0.0,7.0,6,6.5,1.0,3,2.0,8.0,7.0,7.5,2.0,3.0,2.5,2015 01 28 8,4.0,5.0,4.5,3.0,3.0,3.0,,,,,,,,,,,,
1019,2015 01 28 9,6,7,6.5,6,4,5.0,7.0,6,6.5,2.0,2,2.0,7.0,6.0,6.5,3.0,6.0,4.5,2015 01 28 9,3.0,5.0,4.0,5.0,4.0,4.5,5.0,,5.0,6.0,,6.0,3.0,,3.0,5.0,,5.0
