,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
302,2017 03 23 2,6,6,6.0,7,4,5.5,5.0,4,4.5,5.0,6,5.5,4.0,4.0,4.0,7.0,6.0,6.5,2017 03 23 2,,,,,,,6.0,,6.0,6.0,,6.0,5.0,5.0,5.0,6.0,5.0,5.5
303,2017 03 23 3,6,6,6.0,9,9,9.0,4.0,2,3.0,9.0,8,8.5,4.0,5.0,4.5,7.0,7.0,7.0,2017 03 23 3,5.0,,5.0,5.0,,5.0,7.0,7.0,7.0,7.0,6.0,6.5,,,,,,
304,2017 03 23 4,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,2,2.5,7.0,6.0,6.5,2.0,3.0,2.5,2017 03 23 4,2.0,8.0,5.0,8.0,2.0,5.0,8.0,9.0,8.5,3.0,2.0,2.5,,,,,,
305,2017 03 23 5,6,6,6.0,8,7,7.5,5.0,5,5.0,8.0,7,7.5,4.0,6.0,5.0,7.0,7.0,7.0,2017 03 23 5,6.0,5.0,5.5,4.0,4.0,4.0,,,,,,,,,,,,
306,2017 03 23 6,8,7,7.5,1,3,2.0,8.0,8,8.0,0.0,2,1.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 03 23 6,2.0,2.0,2.0,8.0,8.0,8.0,,,,,,,7.0,,7.0,3.0,,3.0
307,2017 03 23 7,5,6,5.5,6,6,6.0,3.0,5,4.0,9.0,7,8.0,3.0,4.0,3.5,6.0,7.0,6.5,2017 03 23 7,2.0,,2.0,6.0,,6.0,,,,,,,,,,,,
308,2017 03 23 8,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 03 23 8,,,,,,,5.0,5.0,5.0,6.0,4.0,5.0,,,,,,
309,2017 03 23 9,7,7,7.0,1,0,0.5,7.0,7,7.0,0.0,2,1.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 03 23 9,6.0,3.0,4.5,3.0,6.0,4.5,6.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0
310,2017 03 20 0,8,8,8.0,0,0,0.0,8.0,7,7.5,0.0,1,0.5,8.0,8.0,8.0,2.0,2.0,2.0,2017 03 20 0,6.0,3.0,4.5,3.0,7.0,5.0,7.0,6.0,6.5,2.0,1.0,1.5,,,,,,
311,2017 03 20 1,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,3,3.0,6.0,5.0,5.5,4.0,4.0,4.0,2017 03 20 1,6.0,,6.0,4.0,,4.0,,,,,,,4.0,,4.0,5.0,,5.0
312,2017 03 20 2,7,7,7.0,7,6,6.5,7.0,5,6.0,8.0,6,7.0,5.0,6.0,5.5,7.0,7.0,7.0,2017 03 20 2,5.0,3.0,4.0,6.0,6.0,6.0,6.0,7.0,6.5,6.0,7.0,6.5,,,,,,
313,2017 03 20 3,5,6,5.5,10,8,9.0,3.0,5,4.0,10.0,6,8.0,3.0,5.0,4.0,8.0,6.0,7.0,2017 03 20 3,6.0,,6.0,7.0,,7.0,6.0,5.0,5.5,5.0,5.0,5.0,3.0,,3.0,4.0,,4.0
314,2017 03 20 4,6,7,6.5,7,8,7.5,7.0,6,6.5,5.0,6,5.5,4.0,5.0,4.5,6.0,6.0,6.0,2017 03 20 4,6.0,,6.0,5.0,,5.0,6.0,6.0,6.0,5.0,6.0,5.5,,,,,,
315,2017 03 20 5,7,7,7.0,2,2,2.0,5.0,5,5.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 03 20 5,5.0,6.0,5.5,4.0,4.0,4.0,6.0,3.0,4.5,3.0,6.0,4.5,5.0,,5.0,5.0,,5.0
316,2017 03 20 6,7,7,7.0,2,3,2.5,7.0,6,6.5,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 03 20 6,4.0,,4.0,6.0,,6.0,5.0,4.0,4.5,4.0,6.0,5.0,,,,,,
317,2017 03 20 7,6,6,6.0,5,7,6.0,5.0,5,5.0,5.0,5,5.0,3.0,5.0,4.0,6.0,5.0,5.5,2017 03 20 7,,,,,,,6.0,6.0,6.0,5.0,6.0,5.5,,,,,,
318,2017 03 20 8,7,7,7.0,3,4,3.5,5.0,5,5.0,4.0,6,5.0,5.0,4.0,4.5,4.0,6.0,5.0,2017 03 20 8,6.0,5.0,5.5,5.0,6.0,5.5,,,,,,,,,,,,
319,2017 03 20 9,6,6,6.0,4,4,4.0,7.0,5,6.0,7.0,6,6.5,6.0,6.0,6.0,5.0,6.0,5.5,2017 03 20 9,5.0,,5.0,5.0,,5.0,,,,,,,4.0,5.0,4.5,6.0,5.0,5.5
320,2017 03 08 0,6,6,6.0,8,8,8.0,4.0,5,4.5,9.0,7,8.0,5.0,5.0,5.0,7.0,7.0,7.0,2017 03 08 0,4.0,6.0,5.0,6.0,4.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,,,,,,
321,2017 03 08 1,6,6,6.0,2,2,2.0,5.0,5,5.0,2.0,4,3.0,7.0,6.0,6.5,2.0,3.0,2.5,2017 03 08 1,3.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,5.5,5.0,6.0,5.5,,,,,,
322,2017 03 08 2,6,6,6.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,3.0,3.5,2017 03 08 2,3.0,,3.0,6.0,,6.0,7.0,3.0,5.0,3.0,7.0,5.0,,,,,,
323,2017 03 08 3,6,6,6.0,8,7,7.5,8.0,4,6.0,6.0,7,6.5,6.0,5.0,5.5,6.0,5.0,5.5,2017 03 08 3,6.0,4.0,5.0,3.0,6.0,4.5,,,,,,,4.0,6.0,5.0,6.0,7.0,6.5
324,2017 03 08 4,7,7,7.0,2,0,1.0,6.0,6,6.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 03 08 4,5.0,4.0,4.5,3.0,4.0,3.5,2.0,6.0,4.0,6.0,2.0,4.0,5.0,,5.0,4.0,,4.0
325,2017 03 08 5,6,6,6.0,2,3,2.5,6.0,6,6.0,5.0,4,4.5,6.0,5.0,5.5,3.0,4.0,3.5,,,,,,,,,,,,,,,,,,,
326,2017 03 08 6,7,7,7.0,0,3,1.5,6.0,7,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 03 08 6,,,,,,,2.0,,2.0,6.0,,6.0,,,,,,
327,2017 03 08 7,6,6,6.0,7,8,7.5,5.0,5,5.0,5.0,5,5.0,5.0,6.0,5.5,7.0,6.0,6.5,2017 03 08 7,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
328,2017 03 08 8,6,7,6.5,0,0,0.0,8.0,6,7.0,3.0,3,3.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 03 08 8,,,,,,,6.0,2.0,4.0,3.0,5.0,4.0,,,,,,
329,2017 03 08 9,7,7,7.0,10,9,9.5,5.0,5,5.0,8.0,6,7.0,6.0,5.0,5.5,7.0,7.0,7.0,2017 03 08 9,4.0,6.0,5.0,6.0,4.0,5.0,7.0,,7.0,7.0,,7.0,5.0,,5.0,5.0,,5.0
330,2017 02 24 0,8,8,8.0,0,0,0.0,10.0,7,8.5,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5,2017 02 24 0,6.0,7.0,6.5,3.0,3.0,3.0,,,,,,,,,,,,
331,2017 02 24 1,6,6,6.0,8,8,8.0,6.0,4,5.0,10.0,7,8.5,4.0,5.0,4.5,7.0,7.0,7.0,2017 02 24 1,9.0,5.0,7.0,4.0,7.0,5.5,8.0,,8.0,5.0,,5.0,,,,,,
332,2017 02 24 2,7,7,7.0,4,3,3.5,9.0,5,7.0,3.0,3,3.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 02 24 2,,,,,,,3.0,3.0,3.0,6.0,5.0,5.5,4.0,,4.0,5.0,,5.0
333,2017 02 24 3,5,7,6.0,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,6.0,5.5,7.0,7.0,7.0,2017 02 24 3,,,,,,,6.0,6.0,6.0,8.0,9.0,8.5,7.0,,7.0,6.0,,6.0
334,2017 02 24 4,7,7,7.0,1,2,1.5,8.0,7,7.5,3.0,4,3.5,6.0,7.0,6.5,2.0,3.0,2.5,2017 02 24 4,3.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,7.0,2.0,2.0,2.0,,,,,,
335,2017 02 24 5,7,8,7.5,10,10,10.0,5.0,3,4.0,10.0,8,9.0,3.0,6.0,4.5,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,
336,2017 02 24 6,6,6,6.0,4,4,4.0,7.0,6,6.5,4.0,5,4.5,7.0,5.0,6.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,
337,2017 02 24 7,8,7,7.5,7,8,7.5,6.0,5,5.5,10.0,7,8.5,6.0,7.0,6.5,7.0,7.0,7.0,2017 02 24 7,8.0,,8.0,5.0,,5.0,8.0,,8.0,5.0,,5.0,,,,,,
338,2017 02 24 8,7,6,6.5,9,7,8.0,2.0,3,2.5,9.0,6,7.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 02 24 8,7.0,,7.0,5.0,,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,,6.0,6.0,,6.0
339,2017 02 24 9,2,6,4.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2017 02 24 9,5.0,4.0,4.5,7.0,5.0,6.0,4.0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0
340,2017 02 21 0,7,7,7.0,2,3,2.5,8.0,6,7.0,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 02 21 0,,,,,,,,,,,,,6.0,,6.0,5.0,,5.0
341,2017 02 21 1,7,7,7.0,2,1,1.5,8.0,7,7.5,0.0,2,1.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 02 21 1,7.0,,7.0,1.0,,1.0,8.0,,8.0,2.0,,2.0,,,,,,
342,2017 02 21 2,6,6,6.0,7,8,7.5,4.0,3,3.5,7.0,7,7.0,6.0,6.0,6.0,5.0,6.0,5.5,2017 02 21 2,6.0,,6.0,7.0,,7.0,6.0,,6.0,7.0,,7.0,,,,,,
343,2017 02 21 3,6,6,6.0,8,8,8.0,5.0,5,5.0,10.0,8,9.0,6.0,5.0,5.5,7.0,7.0,7.0,2017 02 21 3,5.0,,5.0,5.0,,5.0,5.0,,5.0,8.0,,8.0,,,,,,
344,2017 02 21 4,6,6,6.0,2,3,2.5,6.0,6,6.0,4.0,3,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 02 21 4,5.0,,5.0,4.0,,4.0,6.0,,6.0,3.0,,3.0,,,,,,
345,2017 02 21 5,8,8,8.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,8.0,7.0,7.5,3.0,3.0,3.0,2017 02 21 5,,,,,,,7.0,,7.0,4.0,,4.0,,,,,,
346,2017 02 21 6,6,6,6.0,7,7,7.0,7.0,4,5.5,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5,2017 02 21 6,5.0,,5.0,6.0,,6.0,,,,,,,5.0,,5.0,5.0,,5.0
347,2017 02 21 7,6,6,6.0,7,7,7.0,3.0,7,5.0,7.0,3,5.0,6.0,6.0,6.0,4.0,6.0,5.0,2017 02 21 7,7.0,,7.0,4.0,,4.0,8.0,,8.0,6.0,,6.0,,,,,,
348,2017 02 21 8,7,7,7.0,1,2,1.5,6.0,6,6.0,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 02 21 8,6.0,,6.0,3.0,,3.0,,,,,,,5.0,,5.0,5.0,,5.0
349,2017 02 21 9,7,7,7.0,2,3,2.5,7.0,6,6.5,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 02 21 9,6.0,,6.0,4.0,,4.0,6.0,,6.0,3.0,,3.0,,,,,,
350,2017 02 15 0,5,6,5.5,5,4,4.5,5.0,5,5.0,3.0,4,3.5,6.0,4.0,5.0,4.0,4.0,4.0,2017 02 15 0,,,,,,,5.0,,5.0,4.0,,4.0,,,,,,
351,2017 02 15 1,6,7,6.5,7,7,7.0,4.0,6,5.0,8.0,7,7.5,4.0,5.0,4.5,6.0,6.0,6.0,2017 02 15 1,5.0,,5.0,7.0,,7.0,5.0,,5.0,7.0,,7.0,,,,,,
352,2017 02 15 2,8,8,8.0,0,1,0.5,6.0,6,6.0,0.0,3,1.5,8.0,7.0,7.5,2.0,2.0,2.0,2017 02 15 2,6.0,,6.0,3.0,,3.0,6.0,,6.0,1.0,,1.0,,,,,,
353,2017 02 15 3,6,6,6.0,1,2,1.5,7.0,6,6.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 02 15 3,7.0,,7.0,2.0,,2.0,,,,,,,6.0,,6.0,3.0,,3.0
354,2017 02 15 4,6,6,6.0,7,8,7.5,3.0,2,2.5,8.0,7,7.5,4.0,6.0,5.0,6.0,7.0,6.5,2017 02 15 4,,,,,,,6.0,,6.0,5.0,,5.0,6.0,,6.0,6.0,,6.0
355,2017 02 15 5,7,7,7.0,3,3,3.0,5.0,3,4.0,5.0,7,6.0,6.0,5.0,5.5,5.0,5.0,5.0,2017 02 15 5,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
356,2017 02 15 6,7,8,7.5,2,2,2.0,9.0,7,8.0,3.0,2,2.5,8.0,7.0,7.5,3.0,3.0,3.0,2017 02 15 6,,,,,,,7.0,,7.0,3.0,,3.0,,,,,,
357,2017 02 15 7,6,6,6.0,4,4,4.0,6.0,5,5.5,3.0,5,4.0,7.0,7.0,7.0,3.0,3.0,3.0,2017 02 15 7,6.0,,6.0,3.0,,3.0,6.0,,6.0,4.0,,4.0,,,,,,
358,2017 02 15 8,7,6,6.5,8,8,8.0,7.0,6,6.5,7.0,6,6.5,7.0,6.0,6.5,6.0,6.0,6.0,2017 02 15 8,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
359,2017 02 15 9,6,7,6.5,8,8,8.0,4.0,5,4.5,8.0,6,7.0,5.0,5.0,5.0,7.0,7.0,7.0,2017 02 15 9,6.0,,6.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,,,,,,
360,2017 02 10 0,6,6,6.0,8,7,7.5,2.0,4,3.0,8.0,7,7.5,4.0,6.0,5.0,7.0,7.0,7.0,2017 02 10 0,4.0,,4.0,7.0,,7.0,,,,,,,,,,,,
361,2017 02 10 1,6,7,6.5,2,3,2.5,6.0,5,5.5,2.0,3,2.5,7.0,6.0,6.5,4.0,3.0,3.5,2017 02 10 1,9.0,,9.0,1.0,,1.0,,,,,,,,,,,,
362,2017 02 10 2,7,7,7.0,2,2,2.0,5.0,6,5.5,2.0,2,2.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 02 10 2,7.0,,7.0,2.0,,2.0,,,,,,,,,,,,
363,2017 02 10 3,6,7,6.5,4,6,5.0,5.0,5,5.0,7.0,7,7.0,5.0,5.0,5.0,6.0,6.0,6.0,2017 02 10 3,6.0,,6.0,4.0,,4.0,,,,,,,6.0,,6.0,6.0,,6.0
364,2017 02 10 4,7,6,6.5,6,7,6.5,9.0,6,7.5,6.0,5,5.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 02 10 4,5.0,,5.0,4.0,,4.0,5.0,,5.0,6.0,,6.0,,,,,,
365,2017 02 10 5,6,7,6.5,7,4,5.5,5.0,5,5.0,5.0,5,5.0,3.0,3.0,3.0,5.0,5.0,5.0,2017 02 10 5,5.0,,5.0,5.0,,5.0,,,,,,,,,,,,
366,2017 02 10 6,9,8,8.5,0,0,0.0,8.0,8,8.0,1.0,2,1.5,7.0,8.0,7.5,3.0,2.0,2.5,2017 02 10 6,7.0,,7.0,3.0,,3.0,,,,,,,,,,,,
367,2017 02 10 7,6,7,6.5,4,4,4.0,8.0,6,7.0,2.0,4,3.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 02 10 7,,,,,,,,,,,,,6.0,7.0,6.5,6.0,4.0,5.0
368,2017 02 10 8,6,6,6.0,8,8,8.0,5.0,5,5.0,9.0,7,8.0,6.0,4.0,5.0,7.0,6.0,6.5,2017 02 10 8,5.0,,5.0,5.0,,5.0,,,,,,,5.0,,5.0,5.0,,5.0
369,2017 02 10 9,6,7,6.5,8,8,8.0,4.0,5,4.5,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5,2017 02 10 9,4.0,,4.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,,,,,,
370,2017 02 07 0,7,7,7.0,4,3,3.5,5.0,5,5.0,5.0,6,5.5,6.0,6.0,6.0,3.0,4.0,3.5,2017 02 07 0,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,,5.0,,,,,,
371,2017 02 07 1,6,7,6.5,9,8,8.5,5.0,5,5.0,10.0,7,8.5,4.0,5.0,4.5,6.0,7.0,6.5,2017 02 07 1,6.0,,6.0,4.0,,4.0,,,,,,,,,,,,
372,2017 02 07 2,8,7,7.5,2,1,1.5,7.0,6,6.5,1.0,2,1.5,7.0,7.0,7.0,3.0,2.0,2.5,2017 02 07 2,5.0,,5.0,2.0,,2.0,7.0,,7.0,1.0,,1.0,,,,,,
373,2017 02 07 3,6,8,7.0,4,2,3.0,8.0,7,7.5,1.0,3,2.0,6.0,6.0,6.0,3.0,2.0,2.5,2017 02 07 3,7.0,,7.0,0.0,,0.0,7.0,,7.0,3.0,,3.0,,,,,,
374,2017 02 07 4,7,6,6.5,3,3,3.0,7.0,7,7.0,3.0,2,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 02 07 4,6.0,,6.0,4.0,,4.0,,,,,,,,,,,,
375,2017 02 07 5,6,6,6.0,3,3,3.0,6.0,5,5.5,3.0,4,3.5,6.0,6.0,6.0,4.0,4.0,4.0,2017 02 07 5,7.0,,7.0,3.0,,3.0,,,,,,,6.0,,6.0,5.0,,5.0
376,2017 02 07 6,6,6,6.0,3,3,3.0,5.0,6,5.5,5.0,4,4.5,7.0,6.0,6.5,4.0,3.0,3.5,,,,,,,,,,,,,,,,,,,
377,2017 02 07 7,6,6,6.0,7,8,7.5,6.0,5,5.5,8.0,6,7.0,5.0,6.0,5.5,6.0,6.0,6.0,2017 02 07 7,6.0,,6.0,7.0,,7.0,6.0,,6.0,6.0,,6.0,,,,,,
378,2017 02 07 8,6,6,6.0,6,7,6.5,5.0,5,5.0,5.0,5,5.0,7.0,5.0,6.0,7.0,6.0,6.5,2017 02 07 8,,,,,,,6.0,,6.0,5.0,,5.0,,,,,,
379,2017 02 07 9,6,7,6.5,9,8,8.5,5.0,5,5.0,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5,2017 02 07 9,,,,,,,5.0,,5.0,6.0,,6.0,,,,,,
380,2017 02 02 0,6,6,6.0,8,8,8.0,3.0,4,3.5,9.0,8,8.5,5.0,5.0,5.0,8.0,7.0,7.5,2017 02 02 0,,,,,,,,,,,,,5.0,,5.0,8.0,,8.0
381,2017 02 02 1,6,6,6.0,8,8,8.0,4.0,5,4.5,8.0,7,7.5,4.0,4.0,4.0,6.0,6.0,6.0,2017 02 02 1,,,,,,,6.0,,6.0,8.0,,8.0,,,,,,
382,2017 02 02 2,5,6,5.5,4,6,5.0,5.0,5,5.0,6.0,6,6.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 02 02 2,8.0,,8.0,3.0,,3.0,8.0,,8.0,5.0,,5.0,,,,,,
383,2017 02 02 3,5,6,5.5,8,8,8.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,7.0,6.0,6.5,2017 02 02 3,5.0,,5.0,10.0,,10.0,5.0,,5.0,7.0,,7.0,,,,,,
384,2017 02 02 4,6,6,6.0,5,6,5.5,5.0,5,5.0,6.0,5,5.5,4.0,5.0,4.5,7.0,6.0,6.5,2017 02 02 4,6.0,,6.0,4.0,,4.0,7.0,,7.0,3.0,,3.0,,,,,,
385,2017 02 02 5,6,7,6.5,9,9,9.0,2.0,5,3.5,9.0,7,8.0,4.0,4.0,4.0,6.0,6.0,6.0,2017 02 02 5,,,,,,,,,,,,,4.0,5.0,4.5,3.0,6.0,4.5
386,2017 02 02 6,8,7,7.5,2,3,2.5,6.0,8,7.0,2.0,1,1.5,7.0,8.0,7.5,2.0,2.0,2.0,2017 02 02 6,6.0,,6.0,3.0,,3.0,,,,,,,7.0,,7.0,3.0,,3.0
387,2017 02 02 7,5,6,5.5,4,4,4.0,5.0,5,5.0,5.0,5,5.0,5.0,4.0,4.5,5.0,5.0,5.0,2017 02 02 7,6.0,5.0,5.5,4.0,4.0,4.0,,,,,,,,,,,,
388,2017 02 02 8,7,6,6.5,2,4,3.0,9.0,6,7.5,5.0,5,5.0,4.0,6.0,5.0,4.0,4.0,4.0,2017 02 02 8,5.0,,5.0,6.0,,6.0,5.0,,5.0,4.0,,4.0,,,,,,
389,2017 02 02 9,6,6,6.0,7,8,7.5,2.0,4,3.0,10.0,7,8.5,4.0,5.0,4.5,7.0,6.0,6.5,2017 02 02 9,6.0,,6.0,8.0,,8.0,5.0,,5.0,6.0,,6.0,,,,,,
390,2017 01 30 0,7,7,7.0,9,10,9.5,2.0,2,2.0,8.0,7,7.5,6.0,4.0,5.0,7.0,7.0,7.0,2017 01 30 0,5.0,,5.0,7.0,,7.0,7.0,,7.0,8.0,,8.0,,,,,,
391,2017 01 30 1,6,7,6.5,4,4,4.0,7.0,6,6.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 01 30 1,5.0,,5.0,4.0,,4.0,5.0,,5.0,5.0,,5.0,,,,,,
392,2017 01 30 2,8,6,7.0,0,2,1.0,10.0,7,8.5,0.0,0,0.0,7.0,7.0,7.0,2.0,2.0,2.0,2017 01 30 2,6.0,,6.0,3.0,,3.0,,,,,,,6.0,,6.0,4.0,,4.0
393,2017 01 30 3,6,6,6.0,4,4,4.0,6.0,5,5.5,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
394,2017 01 30 4,7,7,7.0,1,3,2.0,5.0,6,5.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 01 30 4,,,,,,,6.0,,6.0,1.0,,1.0,,,,,,
395,2017 01 30 5,8,7,7.5,0,2,1.0,7.0,6,6.5,1.0,3,2.0,8.0,7.0,7.5,2.0,2.0,2.0,2017 01 30 5,6.0,,6.0,3.0,,3.0,5.0,,5.0,1.0,,1.0,,,,,,
396,2017 01 30 6,7,7,7.0,7,7,7.0,2.0,1,1.5,6.0,7,6.5,6.0,4.0,5.0,6.0,6.0,6.0,2017 01 30 6,6.0,6.0,6.0,4.0,5.0,4.5,,,,,,,,,,,,
397,2017 01 30 7,7,7,7.0,4,4,4.0,7.0,6,6.5,4.0,5,4.5,5.0,6.0,5.5,4.0,4.0,4.0,2017 01 30 7,4.0,,4.0,3.0,,3.0,,,,,,,,,,,,
398,2017 01 30 8,7,7,7.0,10,10,10.0,2.0,5,3.5,8.0,8,8.0,4.0,5.0,4.5,7.0,7.0,7.0,2017 01 30 8,7.0,,7.0,5.0,,5.0,6.0,,6.0,9.0,,9.0,,,,,,
399,2017 01 30 9,8,7,7.5,2,2,2.0,9.0,8,8.5,1.0,1,1.0,7.0,8.0,7.5,2.0,2.0,2.0,2017 01 30 9,,,,,,,5.0,5.0,5.0,4.0,2.0,3.0,,,,,,
400,2016 12 12 0,6,6,6.0,6,5,5.5,9.0,7,8.0,5.0,4,4.5,5.0,5.0,5.0,5.0,5.0,5.0,2016 12 12 0,6.0,,6.0,4.0,,4.0,,,,,,,6.0,,6.0,5.0,,5.0
401,2016 12 12 1,7,7,7.0,2,2,2.0,8.0,7,7.5,2.0,3,2.5,7.0,6.0,6.5,4.0,4.0,4.0,2016 12 12 1,7.0,,7.0,3.0,,3.0,8.0,,8.0,3.0,,3.0,,,,,,
402,2016 12 12 2,7,8,7.5,3,2,2.5,8.0,7,7.5,3.0,3,3.0,7.0,7.0,7.0,3.0,3.0,3.0,2016 12 12 2,7.0,,7.0,3.0,,3.0,,,,,,,7.0,,7.0,4.0,,4.0
403,2016 12 12 3,7,7,7.0,6,6,6.0,9.0,5,7.0,4.0,5,4.5,7.0,6.0,6.5,6.0,6.0,6.0,2016 12 12 3,6.0,,6.0,4.0,,4.0,,,,,,,7.0,,7.0,5.0,,5.0
404,2016 12 12 4,6,7,6.5,8,7,7.5,9.0,6,7.5,8.0,8,8.0,8.0,6.0,7.0,3.0,6.0,4.5,2016 12 12 4,,,,,,,,,,,,,6.0,,6.0,4.0,,4.0
405,2016 12 12 5,6,6,6.0,8,7,7.5,7.0,5,6.0,9.0,5,7.0,4.0,4.0,4.0,5.0,6.0,5.5,2016 12 12 5,,,,,,,5.0,,5.0,5.0,,5.0,,,,,,
406,2016 12 12 6,7,8,7.5,3,2,2.5,8.0,6,7.0,2.0,3,2.5,7.0,7.0,7.0,4.0,3.0,3.5,2016 12 12 6,7.0,,7.0,2.0,,2.0,,,,,,,7.0,,7.0,3.0,,3.0
407,2016 12 12 7,4,4,4.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,6.0,5.0,5.5,2016 12 12 7,,,,,,,6.0,,6.0,5.0,,5.0,,,,,,
408,2016 12 12 8,6,7,6.5,8,8,8.0,5.0,5,5.0,10.0,7,8.5,5.0,5.0,5.0,6.0,6.0,6.0,2016 12 12 8,6.0,,6.0,5.0,,5.0,,,,,,,,,,,,
409,2016 12 12 9,6,7,6.5,3,3,3.0,5.0,6,5.5,2.0,3,2.5,7.0,7.0,7.0,2.0,3.0,2.5,2016 12 12 9,6.0,,6.0,3.0,,3.0,,,,,,,5.0,,5.0,3.0,,3.0
410,2016 12 07 0,8,7,7.5,1,2,1.5,7.0,6,6.5,0.0,3,1.5,6.0,7.0,6.5,3.0,3.0,3.0,2016 12 07 0,6.0,,6.0,4.0,,4.0,7.0,,7.0,3.0,,3.0,,,,,,
411,2016 12 07 1,6,7,6.5,8,7,7.5,6.0,4,5.0,7.0,7,7.0,5.0,6.0,5.5,6.0,6.0,6.0,2016 12 07 1,,,,,,,6.0,,6.0,5.0,,5.0,,,,,,
412,2016 12 07 2,7,7,7.0,2,1,1.5,6.0,6,6.0,3.0,4,3.5,6.0,6.0,6.0,3.0,3.0,3.0,2016 12 07 2,,,,,,,7.0,,7.0,5.0,,5.0,,,,,,
413,2016 12 07 3,7,8,7.5,2,1,1.5,7.0,6,6.5,1.0,2,1.5,7.0,8.0,7.5,2.0,3.0,2.5,2016 12 07 3,6.0,,6.0,3.0,,3.0,,,,,,,,,,,,
414,2016 12 07 4,8,8,8.0,0,0,0.0,7.0,8,7.5,2.0,3,2.5,8.0,7.0,7.5,3.0,2.0,2.5,2016 12 07 4,8.0,,8.0,2.0,,2.0,,,,,,,7.0,,7.0,3.0,,3.0
415,2016 12 07 5,8,8,8.0,10,10,10.0,5.0,2,3.5,9.0,8,8.5,4.0,6.0,5.0,7.0,7.0,7.0,2016 12 07 5,6.0,,6.0,4.0,,4.0,,,,,,,8.0,,8.0,8.0,,8.0
